date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:25:32	17510/17510	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:25:30%20GMT	http://localhost:3000/path2path-dashboard-login	C:/MyWebSites/path2pathnew/localhost_3000/path2path-dashboard-login.html	(from http://localhost:3000/path2path-dashboard)
11:25:32	24261/24261	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:25:31%20GMT	http://localhost:3000/path2path-dashboard/project-requests	C:/MyWebSites/path2pathnew/localhost_3000/path2path-dashboard/project-requests.html	(from http://localhost:3000/path2path-dashboard)
11:25:33	21684/21684	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:25:31%20GMT	http://localhost:3000/path2path-dashboard/tma	C:/MyWebSites/path2pathnew/localhost_3000/path2path-dashboard/tma.html	(from http://localhost:3000/path2path-dashboard)
11:25:33	23823/23823	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:25:31%20GMT	http://localhost:3000/path2path-dashboard/cohort-generator	C:/MyWebSites/path2pathnew/localhost_3000/path2path-dashboard/cohort-generator.html	(from http://localhost:3000/path2path-dashboard)
11:25:34	23737/23737	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:25:32%20GMT	http://localhost:3000/path2path-dashboard/regulatory-templates	C:/MyWebSites/path2pathnew/localhost_3000/path2path-dashboard/regulatory-templates.html	(from http://localhost:3000/path2path-dashboard)
11:25:34	21975/21975	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:25:32%20GMT	http://localhost:3000/path2path-dashboard/publications	C:/MyWebSites/path2pathnew/localhost_3000/path2path-dashboard/publications.html	(from http://localhost:3000/path2path-dashboard)
11:25:34	263/263	---M--	200	added ('OK')	application/javascript	etag:W/%22107-19d7401ecda%22	http://localhost:3000/_next/static/chunks/src_app_page_tsx_02ys3zu._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_page_tsx_02ys3zu._.js	(from http://localhost:3000/)
11:25:35	136335/136335	---MCZ	200	added ('OK')	application/javascript	etag:W/%222148f-19d8cec9cc6%22	http://localhost:3000/_next/static/chunks/node_modules_next_dist_0gpmbu4._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/node_modules_next_dist_0gpmbu4._.js	(from http://localhost:3000/)
11:25:35	19835/19835	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:25:33%20GMT	http://localhost:3000/path2path-dashboard/spore	C:/MyWebSites/path2pathnew/localhost_3000/path2path-dashboard/spore.html	(from http://localhost:3000/path2path-dashboard)
11:25:38	27918/27918	---M--	200	added ('OK')	image/jpeg	etag:DKhfdpj82eZoOzuVIZbVUXQbzj1hUVaP2R2NwKxWss4	http://localhost:3000/_next/image?url=%2Fimages%2Fhero4.jpg&w=3840&q=75	C:/MyWebSites/path2pathnew/localhost_3000/_next/hero481ce.jpeg	(from http://localhost:3000/)
11:25:41	44741/44741	---M--	200	added ('OK')	image/jpeg	etag:PG4TG-QG2wqTL3mm0VZICHRl21FfQ5zLySL4muVoL5w	http://localhost:3000/_next/image?url=%2Fimages%2Fhisto3.jpg&w=3840&q=75	C:/MyWebSites/path2pathnew/localhost_3000/_next/histo3be6c.jpeg	(from http://localhost:3000/)
11:25:42	120575/120575	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:25:35%20GMT	http://localhost:3000/histocore	C:/MyWebSites/path2pathnew/localhost_3000/histocore.html	(from http://localhost:3000/)
11:25:43	99964/99964	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:25:36%20GMT	http://localhost:3000/misi-lab	C:/MyWebSites/path2pathnew/localhost_3000/misi-lab.html	(from http://localhost:3000/)
11:25:44	16835/16835	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Apr%202026%2015:25:42%20GMT	http://localhost:3000/computational-pathology	C:/MyWebSites/path2pathnew/localhost_3000/computational-pathology.28.delayed	(from http://localhost:3000/)
11:25:45	16820/16820	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Apr%202026%2015:25:44%20GMT	http://localhost:3000/genomics	C:/MyWebSites/path2pathnew/localhost_3000/genomics.2a.delayed	(from http://localhost:3000/)
11:25:46	16823/16823	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Apr%202026%2015:25:45%20GMT	http://localhost:3000/cp-research	C:/MyWebSites/path2pathnew/localhost_3000/cp-research.2c.delayed	(from http://localhost:3000/)
11:25:48	11131/11131	---M--	200	added ('OK')	image/jpeg	etag:A6KOf_wulgwMdOGSXGRKmw2YW880QDR1ZjfGuY4hxro	http://localhost:3000/_next/image?url=%2Fimages%2Fblood.jpg&w=3840&q=75	C:/MyWebSites/path2pathnew/localhost_3000/_next/bloodd7a3.jpeg	(from http://localhost:3000/)
11:25:49	25033/25033	---M--	200	added ('OK')	image/jpeg	etag:7Su5_JT3AAqlT2lXu5a65Pcy0dGMcDBYDVcZFT1tUec	http://localhost:3000/_next/image?url=%2Fimages%2FDNA.jpg&w=3840&q=75	C:/MyWebSites/path2pathnew/localhost_3000/_next/DNAf66c.jpeg	(from http://localhost:3000/)
11:25:50	45450/45450	---M--	200	added ('OK')	image/jpeg	etag:8ggX474823aAN4MV7kDalaFbVruQxSUfJyBhvvjHlg4	http://localhost:3000/_next/image?url=%2Fimages%2Fcomp3.jpg&w=3840&q=75	C:/MyWebSites/path2pathnew/localhost_3000/_next/comp379a4.jpeg	(from http://localhost:3000/)
11:25:51	13799/13799	---M--	200	added ('OK')	image/jpeg	etag:9DD0sU5x0Kup0M9kVYk4jPFaguAoS0LZSn5na7U04Ns	http://localhost:3000/_next/image?url=%2Fimages%2Fect.jpg&w=3840&q=75	C:/MyWebSites/path2pathnew/localhost_3000/_next/ect2c80.jpeg	(from http://localhost:3000/)
11:25:51	281/281	---M--	200	added ('OK')	application/javascript	etag:W/%22119-19d740b0540%22	http://localhost:3000/_next/static/chunks/src_app_project-requests-public_page_tsx_02ys3zu._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_project-requests-public_page_tsx_02ys3zu._.js	(from http://localhost:3000/project-requests-public)
11:25:52	76693/76693	---MCZ	200	added ('OK')	application/javascript	etag:W/%2212b95-19d740b0547%22	http://localhost:3000/_next/static/chunks/src_app_project-requests-public_page_tsx_10ua6zg._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_project-requests-public_page_tsx_10ua6zg._.js	(from http://localhost:3000/project-requests-public)
11:25:52	263/263	---M--	200	added ('OK')	application/javascript	etag:W/%22107-19d74023a10%22	http://localhost:3000/_next/static/chunks/src_app_people_page_tsx_02ys3zu._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_people_page_tsx_02ys3zu._.js	(from http://localhost:3000/people)
11:25:54	131690/131690	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:25:49%20GMT	http://localhost:3000/ect	C:/MyWebSites/path2pathnew/localhost_3000/ect.html	(from http://localhost:3000/)
11:25:55	20719/20719	---M--	200	added ('OK')	image/jpeg	etag:y55-yAk4qAluqeIpLRWe8MdhZiEvve0VPKjdrWbd2v0	http://localhost:3000/_next/image?url=%2Fimages%2Fheadshot-pisapia.jpg&w=3840&q=75	C:/MyWebSites/path2pathnew/localhost_3000/_next/headshot-pisapia7c72.jpeg	(from http://localhost:3000/people)
11:25:56	4876/4876	---M--	200	added ('OK')	image/jpeg	etag:wi-fwsKxKWJ50we4hBO6Rl_oKj_xv_BP32sGQnbvTLk	http://localhost:3000/_next/image?url=%2Fimages%2Fperson_placeholder.jpg&w=3840&q=75	C:/MyWebSites/path2pathnew/localhost_3000/_next/person_placeholder7576.jpeg	(from http://localhost:3000/people)
11:25:56	26420/26420	---M--	200	added ('OK')	image/jpeg	etag:lMt3HClju7CjVXxK7hxRJxkNYJ5KoxOTrEJtiBm2t0I	http://localhost:3000/_next/image?url=%2Fimages%2Fheadshot-sathnur.jpg&w=3840&q=75	C:/MyWebSites/path2pathnew/localhost_3000/_next/headshot-sathnure9d7.jpeg	(from http://localhost:3000/people)
11:25:57	212/212	---M--	200	added ('OK')	application/javascript	etag:W/%22d4-19d74025cdc%22	http://localhost:3000/_next/static/chunks/src_app_publications_page_tsx_02ys3zu._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_publications_page_tsx_02ys3zu._.js	(from http://localhost:3000/publications)
11:25:58	283/283	---M--	200	added ('OK')	application/javascript	etag:W/%2211b-19d740270f8%22	http://localhost:3000/_next/static/chunks/src_app_path2path-dashboard-login_page_tsx_02ys3zu._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_path2path-dashboard-login_page_tsx_02ys3zu._.js	(from http://localhost:3000/path2path-dashboard-login)
11:25:58	14161/14161	---MCZ	200	added ('OK')	application/javascript	etag:W/%223751-19d740270f9%22	http://localhost:3000/_next/static/chunks/src_app_path2path-dashboard-login_page_tsx_0d41ukt._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_path2path-dashboard-login_page_tsx_0d41ukt._.js	(from http://localhost:3000/path2path-dashboard-login)
11:25:59	16890/16890	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Apr%202026%2015:25:58%20GMT	http://localhost:3000/path2path-dashboard/next_static/chunks/src_app_globals_0p2ml0n.css	C:/MyWebSites/path2pathnew/localhost_3000/path2path-dashboard/next_static/chunks/src_app_globals_0p2ml0n.css	(from http://localhost:3000/path2path-dashboard/project-requests)
11:25:59	244/244	---M--	200	added ('OK')	application/javascript	etag:W/%22f4-19d8d0d1b66%22	http://localhost:3000/_next/static/chunks/src_app_path2path-dashboard_project-requests_page_tsx_01xa_1m._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_path2path-dashboard_project-requests_page_tsx_01xa_1m._.js	(from http://localhost:3000/path2path-dashboard/project-requests)
11:25:59	42952/42952	---M--	200	added ('OK')	image/jpeg	etag:EemqJ4kD6Mv3Vq-7OHQ9-NOzxGnriwooyj1N8ot37UM	http://localhost:3000/_next/image?url=%2Fimages%2Fheadshot-bing.jpg&w=3840&q=75	C:/MyWebSites/path2pathnew/localhost_3000/_next/headshot-bing821a.jpeg	(from http://localhost:3000/people)
11:26:00	290/290	---M--	200	added ('OK')	application/javascript	etag:W/%22122-19d7402834c%22	http://localhost:3000/_next/static/chunks/src_app_path2path-dashboard_tma_page_tsx_01xa_1m._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_path2path-dashboard_tma_page_tsx_01xa_1m._.js	(from http://localhost:3000/path2path-dashboard/tma)
11:26:00	135923/135923	---MCZ	200	added ('OK')	application/javascript	etag:W/%22212f3-19d8d0d1b7a%22	http://localhost:3000/_next/static/chunks/src_092n4z7._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_092n4z7._.js	(from http://localhost:3000/path2path-dashboard/project-requests)
11:26:00	24535/24535	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fd7-19d74028344%22	http://localhost:3000/_next/static/chunks/src_app_path2path-dashboard_tma_TmaUploadForm_tsx_0vw51u~._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_path2path-dashboard_tma_TmaUploadForm_tsx_0vw51u_._.js	(from http://localhost:3000/path2path-dashboard/tma)
11:26:00	241/241	---M--	200	added ('OK')	application/javascript	etag:W/%22f1-19d8d0d6ed1%22	http://localhost:3000/_next/static/chunks/src_app_path2path-dashboard_cohort-generator_page_tsx_01xa_1m._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_path2path-dashboard_cohort-generator_page_tsx_01xa_1m._.js	(from http://localhost:3000/path2path-dashboard/cohort-generator)
11:26:01	28246/28246	---MCZ	200	added ('OK')	application/javascript	etag:W/%226e56-19d8d0d6ec1%22	http://localhost:3000/_next/static/chunks/_0j_7wc~._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/_0j_7wc_._.js	(from http://localhost:3000/path2path-dashboard/cohort-generator)
11:26:01	241/241	---M--	200	added ('OK')	application/javascript	etag:W/%22f1-19d8d0d3e8f%22	http://localhost:3000/_next/static/chunks/src_app_path2path-dashboard_regulatory-templates_page_tsx_01xa_1m._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_path2path-dashboard_regulatory-templates_page_tsx_01xa_1m._.js	(from http://localhost:3000/path2path-dashboard/regulatory-templates)
11:26:02	241/241	---M--	200	added ('OK')	application/javascript	etag:W/%22f1-19d8d0d49e8%22	http://localhost:3000/_next/static/chunks/src_app_path2path-dashboard_publications_page_tsx_01xa_1m._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_path2path-dashboard_publications_page_tsx_01xa_1m._.js	(from http://localhost:3000/path2path-dashboard/publications)
11:26:02	113524/113524	---MCZ	200	added ('OK')	application/javascript	etag:W/%221bb74-19d8d0d3e83%22	http://localhost:3000/_next/static/chunks/_0c8fhrk._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/_0c8fhrk._.js	(from http://localhost:3000/path2path-dashboard/regulatory-templates)
11:26:02	47885/47885	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bb0d-19d8d0d49fc%22	http://localhost:3000/_next/static/chunks/_0n1z~ht._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/_0n1z_ht._.js	(from http://localhost:3000/path2path-dashboard/publications)
11:26:02	241/241	---M--	200	added ('OK')	application/javascript	etag:W/%22f1-19d7409f28b%22	http://localhost:3000/_next/static/chunks/src_app_path2path-dashboard_spore_page_tsx_01xa_1m._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_path2path-dashboard_spore_page_tsx_01xa_1m._.js	(from http://localhost:3000/path2path-dashboard/spore)
11:26:03	212/212	---M--	200	added ('OK')	application/javascript	etag:W/%22d4-19d7406d1e1%22	http://localhost:3000/_next/static/chunks/src_app_histocore_page_tsx_02ys3zu._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_histocore_page_tsx_02ys3zu._.js	(from http://localhost:3000/histocore)
11:26:04	114590/114590	---MCZ	200	added ('OK')	application/javascript	etag:W/%221bf9e-19d7409f292%22	http://localhost:3000/_next/static/chunks/_019dve3._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/_019dve3._.js	(from http://localhost:3000/path2path-dashboard/spore)
11:26:04	212/212	---M--	200	added ('OK')	application/javascript	etag:W/%22d4-19d8cfa15d6%22	http://localhost:3000/_next/static/chunks/src_app_misi-lab_page_tsx_02ys3zu._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_misi-lab_page_tsx_02ys3zu._.js	(from http://localhost:3000/misi-lab)
11:26:05	16835/16835	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Apr%202026%2015:26:04%20GMT	http://localhost:3000/translational-pathology	C:/MyWebSites/path2pathnew/localhost_3000/translational-pathology	(from http://localhost:3000/misi-lab)
11:26:06	16820/16820	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Apr%202026%2015:26:06%20GMT	http://localhost:3000/services	C:/MyWebSites/path2pathnew/localhost_3000/services	(from http://localhost:3000/misi-lab)
11:27:01	1666378/1666378	---M--	200	added ('OK')	image/png	etag:Vsbz0-yNuC-Z09ACpaZaqvKOF7rBJqx0AoNlX_eYRnM	http://localhost:3000/_next/image?url=%2Fimages%2Fsnapshot_20251217_0950.png&w=3840&q=75	C:/MyWebSites/path2pathnew/localhost_3000/_next/snapshot_20251217_0950511f.png	(from http://localhost:3000/)
11:27:01	212/212	---M--	200	added ('OK')	application/javascript	etag:W/%22d4-19d8cf9799c%22	http://localhost:3000/_next/static/chunks/src_app_ect_page_tsx_02ys3zu._.js	C:/MyWebSites/path2pathnew/localhost_3000/_next/static/chunks/src_app_ect_page_tsx_02ys3zu._.js	(from http://localhost:3000/ect)
